"","auc(roc_Loo_multi)","auc(roc_Loo)","auc(roc_KNN_log_N_P)","auc(roc_KNN_log_N_P_diff_net)","auc(roc_KNN_5_sqrt_N)","auc(roc_KNN_5_sqrt_N_diff_net)","auc(roc_optics_k_mean)","auc(roc_optics_k_mean_diff_net)","auc(roc_optics_k_5)","auc(roc_optics_k_5_diff_net)","auc(roc_optics_sqrt_n)","auc(roc_optics_sqrt_n_diff_net)","auc(roc_OTS)","auc(roc_OTS_diff_net)","auc(roc_OTS_cosine)","auc(roc_OTS_diff_net_cosine)","auc(roc_OTS_cosine_med)","auc(roc_OTS_euc_med)","auc(roc_OTS_glob_avg_OTS)","auc(roc_spoutlier)","auc(roc_spoutlier_diff_net)","auc(roc_spoutlier_diff_net_norm)","auc_DPCC","auc(roc_cook_max)","auc(roc_cook_max_diff_net)","auc(roc_cook_avg)","auc(roc_cook_avg_diff_net)","auc(roc_cook_med)","auc(roc_cook_med_diff_net)","NA","NA","NA","NA"
"11",1000,10,2,TRUE,0.55280303030303,0.55489898989899,0.533737373737374,0.533737373737374,0.547929292929293,0.547929292929293,0.436060606060606,0.436060606060606,0.424015151515152,0.424015151515152,0.535858585858586,0.535858585858586,0.546313131313131,0.546969696969697,0.5,0.5,NA,0.568434343434344,NA,0.542727272727273,0.565505050505051,0.552626262626263,0.55489898989899,0.554848484848485,0.554848484848485,0.554848484848485,0.554848484848485,0.554848484848485,0.554848484848485
"12",2000,10,2,TRUE,0.59751256281407,0.598065326633166,0.595376884422111,0.595376884422111,0.61,0.61,0.458015075376884,0.458015075376884,0.435866834170854,0.435866834170854,0.552374371859296,0.552374371859296,0.53608040201005,0.567412060301508,0.5,0.5,NA,0.59037688442211,NA,0.58678391959799,0.58894472361809,0.626155778894472,0.598140703517588,0.598065326633166,0.598065326633166,0.598065326633166,0.598065326633166,0.598065326633166,0.598065326633166
"13",100,1,3,TRUE,0.722222222222222,0.722222222222222,0.767676767676768,0.767676767676768,0.782828282828283,0.782828282828283,0.590909090909091,0.590909090909091,0.601010101010101,0.601010101010101,0.717171717171717,0.717171717171717,0.767676767676768,0.757575757575758,0.590909090909091,0.618686868686869,0.78030303030303,0.742424242424242,0.797979797979798,0.727272727272727,0.712121212121212,0.803030303030303,NA,0.782828282828283,0.782828282828283,0.782828282828283,0.782828282828283,0.797979797979798,0.797979797979798
"14",500,1,3,TRUE,0.57815631262525,0.708416833667335,0.822645290581162,0.822645290581162,0.816633266533066,0.816633266533066,0.732464929859719,0.732464929859719,0.732464929859719,0.732464929859719,0.763527054108216,0.763527054108216,0.658316633266533,0.82064128256513,0.725450901803607,0.703406813627255,0.687374749498998,0.808617234468938,0.7374749498998,0.760521042084168,0.814629258517034,0.722444889779559,NA,0.821643286573146,0.821643286573146,0.801603206412826,0.801603206412826,0.771543086172345,0.771543086172345
"15",1000,1,3,TRUE,0.728728728728729,0.698698698698699,0.878378378378378,0.878378378378378,0.866866866866867,0.866866866866867,0.647647647647648,0.647647647647648,0.647647647647648,0.647647647647648,0.861361361361361,0.861361361361361,0.78028028028028,0.75975975975976,0.831331331331331,0.556056056056056,0.823323323323323,0.831331331331331,0.812812812812813,0.774774774774775,0.798298298298298,0.744744744744745,NA,0.907907907907908,0.907907907907908,0.922422422422422,0.922422422422422,0.930930930930931,0.930930930930931
"16",2000,1,3,TRUE,0.424212106053027,0.541020510255128,0.556028014007004,0.556028014007004,0.560530265132566,0.560530265132566,0.687968984492246,0.687968984492246,0.687968984492246,0.687968984492246,0.694347173586793,0.694347173586793,0.527263631815908,0.56328164082041,0.67583791895948,0.511505752876438,0.584792396198099,0.536518259129565,0.649574787393697,0.622311155577789,0.555527763881941,0.574537268634317,NA,0.674587293646823,0.674587293646823,0.674587293646823,0.674587293646823,0.642821410705353,0.642821410705353
"17",100,5,3,TRUE,0.563157894736842,0.574736842105263,0.629473684210526,0.629473684210526,0.614736842105263,0.614736842105263,0.638947368421053,0.638947368421053,0.634736842105263,0.634736842105263,0.618947368421053,0.618947368421053,0.627368421052632,0.630526315789474,0.666842105263158,0.581052631578947,0.669473684210526,0.653157894736842,0.668421052631579,0.608947368421053,0.627368421052632,0.650526315789474,NA,0.628421052631579,0.628421052631579,0.637894736842105,0.637894736842105,0.637894736842105,0.637894736842105
"18",500,5,3,TRUE,0.573232323232323,0.602424242424242,0.67050505050505,0.67050505050505,0.665050505050505,0.665050505050505,0.599191919191919,0.599191919191919,0.599191919191919,0.599191919191919,0.696363636363636,0.696363636363636,0.641616161616162,0.646868686868687,0.692727272727273,0.567676767676768,0.706060606060606,0.653939393939394,0.675757575757576,0.636767676767677,0.642828282828283,0.646868686868687,NA,0.676363636363636,0.676363636363636,0.699393939393939,0.699393939393939,0.696969696969697,0.696969696969697
"19",1000,5,3,TRUE,0.541608040201005,0.560201005025126,0.641507537688442,0.641507537688442,0.644020100502513,0.644020100502513,0.632713567839196,0.632713567839196,0.632713567839196,0.632713567839196,0.665427135678392,0.665427135678392,0.616180904522613,0.624522613065327,0.649246231155779,0.642412060301508,0.665829145728643,0.611457286432161,0.642914572864322,0.608542713567839,0.596482412060301,0.645628140703518,NA,0.653165829145729,0.653165829145729,0.67105527638191,0.67105527638191,0.689547738693467,0.689547738693467
"20",2000,5,3,TRUE,0.533107769423559,0.557293233082707,0.639097744360902,0.639097744360902,0.635739348370927,0.635739348370927,0.623609022556391,0.623609022556391,0.623609022556391,0.623609022556391,0.679398496240601,0.679398496240601,0.605012531328321,0.589097744360902,0.624661654135338,0.613082706766917,0.642055137844612,0.622907268170426,0.640952380952381,0.587167919799499,0.625012531328321,0.620050125313283,NA,0.665513784461153,0.665513784461153,0.660701754385965,0.660701754385965,0.640551378446115,0.640551378446115
"21",100,10,3,TRUE,0.518333333333333,0.577777777777778,0.591666666666667,0.591666666666667,0.589444444444444,0.589444444444444,0.5925,0.5925,0.578055555555556,0.578055555555556,0.570277777777778,0.570277777777778,0.553055555555556,0.608055555555556,0.594166666666667,0.575833333333333,0.633055555555556,0.595277777777778,0.625,0.5875,0.585,0.593055555555556,NA,0.606666666666667,0.606666666666667,0.615555555555556,0.615555555555556,0.620555555555556,0.620555555555556
"22",500,10,3,TRUE,0.535714285714286,0.562857142857143,0.614387755102041,0.614387755102041,0.611938775510204,0.611938775510204,0.617091836734694,0.617091836734694,0.617091836734694,0.617091836734694,0.646530612244898,0.646530612244898,0.603112244897959,0.616683673469388,0.656632653061225,0.577959183673469,0.689795918367347,0.615714285714286,0.674489795918367,0.589336734693878,0.605,0.577142857142857,NA,0.633061224489796,0.633061224489796,0.637244897959184,0.637244897959184,0.63469387755102,0.63469387755102
"23",1000,10,3,TRUE,0.559469696969697,0.575353535353535,0.611262626262626,0.611262626262626,0.612222222222222,0.612222222222222,0.549368686868687,0.549368686868687,0.549368686868687,0.549368686868687,0.614747474747475,0.614747474747475,0.597777777777778,0.580252525252525,0.634267676767677,0.568333333333333,0.638434343434343,0.604242424242424,0.64030303030303,0.601818181818182,0.600656565656566,0.622171717171717,NA,0.61010101010101,0.61010101010101,0.619747474747475,0.619747474747475,0.63,0.63
"24",2000,10,3,TRUE,0.549133165829146,0.585527638190955,0.644748743718593,0.644748743718593,0.641030150753769,0.641030150753769,0.625778894472362,0.625778894472362,0.625778894472362,0.625778894472362,0.657035175879397,0.657035175879397,0.605477386934673,0.625376884422111,0.662412060301508,0.579195979899497,0.703467336683417,0.624422110552764,0.671708542713568,0.597236180904523,0.623316582914573,0.635829145728643,NA,0.645100502512563,0.645100502512563,0.646457286432161,0.646457286432161,0.637261306532663,0.637261306532663
"25",100,1,5,TRUE,0.404040404040404,0.601010101010101,0.651515151515151,0.651515151515151,0.651515151515151,0.651515151515151,0.429292929292929,0.429292929292929,0.585858585858586,0.585858585858586,0.404040404040404,0.404040404040404,0.646464646464646,0.676767676767677,0.845959595959596,0.80050505050505,0.924242424242424,0.646464646464646,0.863636363636364,0.671717171717172,0.651515151515152,0.636363636363636,NA,0.934343434343434,0.934343434343434,0.954545454545455,0.954545454545455,0.94949494949495,0.94949494949495
"26",500,1,5,TRUE,0.657815631262525,0.671342685370741,0.745490981963928,0.745490981963928,0.746492985971944,0.746492985971944,0.741482965931864,0.741482965931864,0.715430861723447,0.715430861723447,0.628256513026052,0.628256513026052,0.738476953907816,0.730460921843687,0.85871743486974,0.759519038076152,0.879759519038076,0.670340681362726,0.855711422845691,0.712424849699399,0.702404809619239,0.778557114228457,NA,0.980961923847695,0.980961923847695,0.985971943887776,0.985971943887776,0.985971943887776,0.985971943887776
"27",1000,1,5,TRUE,0.763513513513514,0.616116116116116,0.833333333333333,0.833333333333333,0.799299299299299,0.799299299299299,0.733233233233233,0.733233233233233,0.790790790790791,0.790790790790791,0.696196196196196,0.696196196196196,0.725225225225225,0.696196196196196,0.883383383383383,0.812312312312312,0.897897897897898,0.78028028028028,0.88038038038038,0.717717717717718,0.749249249249249,0.812312312312312,NA,0.978978978978979,0.978978978978979,0.971471471471472,0.971471471471472,0.958958958958959,0.958958958958959
"28",2000,1,5,TRUE,0.536393196598299,0.607553776888444,0.637568784392196,0.637568784392196,0.603051525762881,0.603051525762881,0.798649324662331,0.798649324662331,0.856678339169585,0.856678339169585,0.812906453226613,0.812906453226613,0.670085042521261,0.659579789894947,0.833666833416708,0.738369184592296,0.94472236118059,0.576288144072036,0.903701850925463,0.647323661830915,0.640570285142571,0.66608304152076,NA,0.963481740870435,0.963481740870435,0.984992496248124,0.984992496248124,0.987493746873437,0.987493746873437
"29",100,5,5,TRUE,0.649473684210526,0.596842105263158,0.643157894736842,0.643157894736842,0.641052631578947,0.641052631578947,0.623157894736842,0.623157894736842,0.641052631578947,0.641052631578947,0.605263157894737,0.605263157894737,0.638947368421053,0.636842105263158,0.771578947368421,0.691578947368421,0.778947368421053,0.659473684210526,0.741052631578947,0.657894736842105,0.641052631578947,0.632105263157895,NA,0.807368421052632,0.807368421052632,0.821052631578947,0.821052631578947,0.82,0.82
"30",500,5,5,TRUE,0.583333333333333,0.553737373737374,0.591313131313131,0.591313131313131,0.592929292929293,0.592929292929293,0.677575757575758,0.677575757575758,0.672222222222222,0.672222222222222,0.584040404040404,0.584040404040404,0.587676767676768,0.593333333333333,0.701111111111111,0.715959595959596,0.750909090909091,0.573737373737374,0.699393939393939,0.585050505050505,0.574949494949495,0.595656565656566,NA,0.755151515151515,0.755151515151515,0.771111111111111,0.771111111111111,0.782020202020202,0.782020202020202
"31",1000,5,5,TRUE,0.658190954773869,0.617688442211055,0.710150753768844,0.710150753768844,0.690653266331658,0.690653266331658,0.728442211055276,0.728442211055276,0.74964824120603,0.74964824120603,0.706331658291457,0.706331658291457,0.666331658291457,0.66,0.766834170854271,0.70643216080402,0.815276381909548,0.657788944723618,0.751557788944724,0.667638190954774,0.663417085427136,0.662914572864322,NA,0.796180904522613,0.796180904522613,0.808040201005025,0.808040201005025,0.824422110552764,0.824422110552764
"32",2000,5,5,TRUE,0.602406015037594,0.597543859649123,0.687218045112782,0.687218045112782,0.679398496240601,0.679398496240601,0.720300751879699,0.720300751879699,0.72671679197995,0.72671679197995,0.687619047619048,0.687619047619048,0.656992481203007,0.629122807017544,0.696992481203007,0.666115288220551,0.760050125313283,0.644310776942356,0.740100250626566,0.644411027568922,0.635639097744361,0.65203007518797,NA,0.791478696741855,0.791478696741855,0.810426065162907,0.810426065162907,0.830375939849624,0.830375939849624
"33",100,10,5,TRUE,0.605,0.537222222222222,0.592777777777778,0.592777777777778,0.593333333333333,0.593333333333333,0.562222222222222,0.562222222222222,0.576944444444444,0.576944444444444,0.545555555555556,0.545555555555556,0.592777777777778,0.602222222222222,0.71,0.6675,0.729722222222222,0.599444444444444,0.693333333333333,0.586944444444444,0.591944444444444,0.624722222222222,NA,0.691666666666667,0.691666666666667,0.705,0.705,0.715,0.715
"34",500,10,5,TRUE,0.605663265306122,0.571224489795918,0.66734693877551,0.66734693877551,0.65795918367347,0.65795918367347,0.716122448979592,0.716122448979592,0.694591836734694,0.694591836734694,0.660612244897959,0.660612244897959,0.646326530612245,0.637244897959184,0.772142857142857,0.679387755102041,0.781020408163265,0.642448979591837,0.732755102040816,0.641836734693878,0.639897959183674,0.663061224489796,NA,0.78030612244898,0.78030612244898,0.794081632653061,0.794081632653061,0.801428571428571,0.801428571428571
"35",1000,10,5,TRUE,0.574646464646465,0.597121212121212,0.671919191919192,0.671919191919192,0.658585858585859,0.658585858585859,0.718030303030303,0.718030303030303,0.711414141414141,0.711414141414141,0.673434343434343,0.673434343434343,0.642878787878788,0.643131313131313,0.773434343434343,0.698964646464647,0.791464646464646,0.642070707070707,0.733636363636364,0.648080808080808,0.646565656565657,0.664292929292929,NA,0.763737373737374,0.763737373737374,0.770353535353535,0.770353535353535,0.785909090909091,0.785909090909091
"36",2000,10,5,TRUE,0.604133165829146,0.583316582914573,0.708090452261307,0.708090452261307,0.691231155778894,0.691231155778894,0.749095477386935,0.749095477386935,0.748291457286432,0.748291457286432,0.739522613065327,0.739522613065327,0.645175879396985,0.660326633165829,0.76679648241206,0.699949748743719,0.792211055276382,0.658015075376884,0.758542713567839,0.653417085427136,0.653869346733668,0.681356783919598,NA,0.810904522613065,0.810904522613065,0.826658291457286,0.826658291457286,0.835979899497487,0.835979899497487
"37",100,1,7,TRUE,0.772727272727273,0.626262626262626,0.691919191919192,0.691919191919192,0.712121212121212,0.712121212121212,0.429292929292929,0.429292929292929,0.621212121212121,0.621212121212121,0.47979797979798,0.47979797979798,0.752525252525252,0.777777777777778,0.939393939393939,0.765151515151515,0.96969696969697,0.732323232323232,0.954545454545455,0.757575757575758,0.702020202020202,0.792929292929293,NA,1,1,1,1,1,1
"38",500,1,7,TRUE,0.612725450901804,0.695390781563126,0.766533066132264,0.766533066132264,0.766533066132264,0.766533066132264,0.604208416833667,0.604208416833667,0.69438877755511,0.69438877755511,0.56312625250501,0.56312625250501,0.760521042084168,0.724448897795591,0.939879759519038,0.842685370741483,0.991983967935872,0.719438877755511,0.965931863727455,0.738476953907816,0.709418837675351,0.808617234468938,NA,1,1,1,1,1,1
"39",1000,1,7,TRUE,0.60035035035035,0.645645645645646,0.820820820820821,0.820820820820821,0.807807807807808,0.807807807807808,0.746246246246246,0.746246246246246,0.763763763763764,0.763763763763764,0.583583583583584,0.583583583583584,0.726226226226226,0.788788788788789,0.926426426426426,0.83983983983984,0.962462462462462,0.753753753753754,0.969469469469469,0.768268268268268,0.74974974974975,0.775275275275275,NA,0.998998998998999,0.998998998998999,0.999499499499499,0.999499499499499,0.998998998998999,0.998998998998999
"40",2000,1,7,TRUE,0.679464732366183,0.599049524762381,0.751125562781391,0.751125562781391,0.728614307153577,0.728614307153577,0.796898449224612,0.796898449224612,0.86568284142071,0.86568284142071,0.66408204102051,0.66408204102051,0.664832416208104,0.667083541770885,0.895697848924462,0.758379189594797,0.909204602301151,0.648574287143572,0.874937468734367,0.622311155577789,0.696848424212106,0.676588294147074,NA,0.999499749874938,0.999499749874938,1,1,0.999749874937469,0.999749874937469
"41",100,5,7,TRUE,0.643684210526316,0.597894736842105,0.638947368421053,0.638947368421053,0.654736842105263,0.654736842105263,0.5,0.5,0.594736842105263,0.594736842105263,0.517894736842105,0.517894736842105,0.65578947368421,0.662105263157895,0.796842105263158,0.7,0.785263157894737,0.657894736842105,0.753684210526316,0.650526315789474,0.654736842105263,0.652631578947368,NA,0.870526315789474,0.870526315789474,0.882105263157895,0.882105263157895,0.889473684210526,0.889473684210526
"42",500,5,7,TRUE,0.650606060606061,0.565454545454545,0.64040404040404,0.64040404040404,0.64020202020202,0.64020202020202,0.571111111111111,0.571111111111111,0.681414141414141,0.681414141414141,0.514949494949495,0.514949494949495,0.637373737373737,0.63010101010101,0.78020202020202,0.737777777777778,0.815555555555556,0.633737373737374,0.768484848484849,0.625656565656566,0.625252525252525,0.666868686868687,NA,0.849292929292929,0.849292929292929,0.875959595959596,0.875959595959596,0.893535353535354,0.893535353535354
"43",1000,5,7,TRUE,0.629698492462312,0.570150753768844,0.674070351758794,0.674070351758794,0.665226130653266,0.665226130653266,0.690050251256281,0.690050251256281,0.738391959798995,0.738391959798995,0.568743718592965,0.568743718592965,0.622110552763819,0.633266331658291,0.786532663316583,0.760603015075377,0.806532663316583,0.636683417085427,0.781809045226131,0.621407035175879,0.642110552763819,0.660402010050251,NA,0.877688442211055,0.877688442211055,0.890251256281407,0.890251256281407,0.899497487437186,0.899497487437186
"44",2000,5,7,TRUE,0.624736842105263,0.586817042606516,0.656290726817043,0.656290726817043,0.637844611528822,0.637844611528822,0.730726817042607,0.730726817042607,0.754636591478697,0.754636591478697,0.608571428571429,0.608571428571429,0.627067669172932,0.617368421052632,0.748020050125313,0.686817042606516,0.791929824561403,0.61453634085213,0.764260651629073,0.620100250626566,0.620651629072682,0.657944862155388,NA,0.843157894736842,0.843157894736842,0.848220551378446,0.848220551378446,0.862706766917293,0.862706766917293
"45",100,10,7,TRUE,0.6375,0.579444444444444,0.614444444444444,0.614444444444444,0.634444444444444,0.634444444444444,0.546111111111111,0.546111111111111,0.571111111111111,0.571111111111111,0.532777777777778,0.532777777777778,0.628611111111111,0.635,0.777777777777778,0.71,0.7975,0.640555555555556,0.753333333333333,0.631666666666667,0.622777777777778,0.65,NA,0.779444444444444,0.779444444444444,0.795,0.795,0.802222222222222,0.802222222222222
"46",500,10,7,TRUE,0.645969387755102,0.58,0.626734693877551,0.626734693877551,0.626428571428571,0.626428571428571,0.595714285714286,0.595714285714286,0.675255102040816,0.675255102040816,0.556020408163265,0.556020408163265,0.622755102040816,0.633979591836735,0.783673469387755,0.71219387755102,0.804285714285714,0.620204081632653,0.754591836734694,0.616734693877551,0.63234693877551,0.653979591836735,NA,0.810102040816327,0.810102040816327,0.829591836734694,0.829591836734694,0.845612244897959,0.845612244897959
"47",1000,10,7,TRUE,0.627474747474748,0.56520202020202,0.657525252525253,0.657525252525253,0.649393939393939,0.649393939393939,0.696767676767677,0.696767676767677,0.706111111111111,0.706111111111111,0.588030303030303,0.588030303030303,0.628131313131313,0.607777777777778,0.781868686868687,0.721010101010101,0.841010101010101,0.614090909090909,0.772424242424242,0.616616161616162,0.610606060606061,0.636313131313131,NA,0.878383838383838,0.878383838383838,0.88979797979798,0.88979797979798,0.896313131313131,0.896313131313131
"48",2000,10,7,TRUE,0.662072864321608,0.596482412060301,0.711256281407035,0.711256281407035,0.702537688442211,0.702537688442211,0.75391959798995,0.75391959798995,0.766733668341709,0.766733668341709,0.649321608040201,0.649321608040201,0.664195979899498,0.66143216080402,0.807311557788945,0.765201005025126,0.850552763819096,0.661180904522613,0.796582914572864,0.669195979899498,0.673040201005025,0.686809045226131,NA,0.904748743718593,0.904748743718593,0.909673366834171,0.909673366834171,0.907738693467337,0.907738693467337
"49",100,1,9,TRUE,0.590909090909091,0.55050505050505,0.52020202020202,0.52020202020202,0.565656565656566,0.565656565656566,0.353535353535354,0.353535353535354,0.396464646464646,0.396464646464646,0.388888888888889,0.388888888888889,0.555555555555556,0.575757575757576,0.929292929292929,0.828282828282828,0.929292929292929,0.55050505050505,0.868686868686869,0.590909090909091,0.55050505050505,0.505050505050505,NA,1,1,1,1,1,1
"50",500,1,9,TRUE,0.665330661322645,0.474949899799599,0.591182364729459,0.591182364729459,0.608216432865731,0.608216432865731,0.44188376753507,0.44188376753507,0.639278557114228,0.639278557114228,0.428857715430862,0.428857715430862,0.571142284569138,0.593186372745491,0.901803607214429,0.749498997995992,0.974949899799599,0.559118236472946,0.927855711422846,0.595190380761523,0.57815631262525,0.574148296593186,NA,1,1,1,1,1,1
"51",1000,1,9,TRUE,0.578828828828829,0.611111111111111,0.717217217217217,0.717217217217217,0.727227227227227,0.727227227227227,0.559059059059059,0.559059059059059,0.765765765765766,0.765765765765766,0.468468468468468,0.468468468468468,0.672672672672673,0.671671671671672,0.933433433433433,0.874374374374374,0.982482482482482,0.662662662662663,0.963463463463463,0.666666666666667,0.692692692692693,0.716216216216216,NA,1,1,1,1,1,1
"52",2000,1,9,TRUE,0.74112056028014,0.665832916458229,0.787893946973487,0.787893946973487,0.783141570785393,0.783141570785393,0.719109554777389,0.719109554777389,0.81415707853927,0.81415707853927,0.515507753876938,0.515507753876938,0.701350675337669,0.707603801900951,0.966733366683342,0.894947473736868,0.989744872436218,0.702601300650325,0.964232116058029,0.681090545272636,0.691345672836418,0.777638819409705,NA,1,1,1,1,1,1
"53",100,5,9,TRUE,0.639473684210526,0.595789473684211,0.636842105263158,0.636842105263158,0.648421052631579,0.648421052631579,0.491578947368421,0.491578947368421,0.517368421052632,0.517368421052632,0.493684210526316,0.493684210526316,0.63,0.64,0.802105263157895,0.693157894736842,0.813157894736842,0.657894736842105,0.775789473684211,0.636842105263158,0.612631578947368,0.658947368421053,NA,0.916842105263158,0.916842105263158,0.933684210526316,0.933684210526316,0.928421052631579,0.928421052631579
"54",500,5,9,TRUE,0.617373737373737,0.553535353535354,0.622626262626263,0.622626262626263,0.63010101010101,0.63010101010101,0.494949494949495,0.494949494949495,0.607979797979798,0.607979797979798,0.488686868686869,0.488686868686869,0.604848484848485,0.599292929292929,0.82040404040404,0.731212121212121,0.872323232323232,0.600808080808081,0.816969696969697,0.612525252525252,0.615353535353535,0.636969696969697,NA,0.958181818181818,0.958181818181818,0.971515151515152,0.971515151515152,0.968080808080808,0.968080808080808
"55",1000,5,9,TRUE,0.658241206030151,0.584321608040201,0.674974874371859,0.674974874371859,0.678391959798995,0.678391959798995,0.548743718592965,0.548743718592965,0.63286432160804,0.63286432160804,0.484924623115578,0.484924623115578,0.638793969849246,0.642814070351759,0.786633165829146,0.780502512562814,0.873266331658291,0.644321608040201,0.799497487437186,0.642211055276382,0.627738693467337,0.657085427135678,NA,0.978894472361809,0.978894472361809,0.983517587939698,0.983517587939698,0.982211055276382,0.982211055276382
"56",2000,5,9,TRUE,0.630250626566416,0.564511278195489,0.684761904761905,0.684761904761905,0.681353383458647,0.681353383458647,0.583458646616541,0.583458646616541,0.719398496240601,0.719398496240601,0.504461152882206,0.504461152882206,0.631328320802005,0.636591478696742,0.833884711779449,0.788621553884712,0.899398496240602,0.639749373433584,0.841804511278196,0.629874686716792,0.644962406015038,0.652882205513785,NA,0.992631578947368,0.992631578947368,0.995789473684211,0.995789473684211,0.996441102756892,0.996441102756892
